id,title,abstract,patent_date,year
11862177,Robust spoofing detection system using deep residual neural networks,"Embodiments described herein provide for systems and methods for implementing a neural network architecture for spoof detection in audio signals. The neural network architecture contains a layers defining embedding extractors that extract embeddings from input audio signals. Spoofprint embeddings are generated for particular system enrollees to detect attempts to spoof the enrollee's voice. Optionally, voiceprint embeddings are generated for the system enrollees to recognize the enrollee's voice. The voiceprints are extracted using features related to the enrollee's voice. The spoofprints are extracted using features related to features of how the enrollee speaks and other artifacts. The spoofprints facilitate detection of efforts to fool voice biometrics using synthesized speech (e.g., deepfakes) that spoof and emulate the enrollee's voice.",2024-01-02,2024
11862178,Electronic device for supporting artificial intelligence agent services to talk to users,"An electronic device and method are provided. The method includes identifying a speech section of a user and a speech section of a neighbor in a received audio signal, identifying a user utterance in the speech section of the user and a neighbor answer to the user utterance in the speech section of the neighbor, obtaining preference information associated with the user utterance, giving a first reliability to the neighbor answer and a second reliability to an agent answer of an artificial intelligence agent generated in response to the user utterance, based on the preference information, not responding to the user utterance when the second reliability is lower than the first reliability, and outputting the agent answer when the second reliability is equal to or higher than the first reliability.",2024-01-02,2024
11862183,"Methods of encoding and decoding audio signal using neural network model, and devices for performing the methods","An audio signal encoding and decoding method using a neural network model, a method of training the neural network model, and an encoder and decoder performing the methods are disclosed. The encoding method includes computing the first feature information of an input signal using a recurrent encoding model, computing an output signal from the first feature information using a recurrent decoding model, calculating a residual signal by subtracting the output signal from the input signal, computing the second feature information of the residual signal using a nonrecurrent encoding model, and converting the first feature information and the second feature information to a bitstream.",2024-01-02,2024
11862187,Systems and methods for jointly estimating sound sources and frequencies from audio,"An electronic device receives a first audio content item that includes a plurality of sound sources. The electronic device generates a representation of the first audio content item. The electronic device determines, from the representation of the first audio content item: a representation of an isolated sound source, and frequency data associated with the isolated sound source. Determining the representation of the isolated sound source and the frequency data associated with the isolated sound source includes using a neural network to jointly determine the representation of the isolated sound source and the frequency data associated with the isolated sound source. The electronic device determines that a portion of a second audio content item matches the first audio content item using the representation of the isolated sound source and/or the frequency data associated with the isolated sound source.",2024-01-02,2024
11862191,Singing voice separation with deep U-Net convolutional networks,"A system, method and computer product for training a neural network system. The method comprises applying an audio signal to the neural network system, the audio signal including a vocal component and a non-vocal component. The method also comprises comparing an output of the neural network system to a target signal, and adjusting at least one parameter of the neural network system to reduce a result of the comparing, for training the neural network system to estimate one of the vocal component and the non-vocal component. In one example embodiment, the system comprises a U-Net architecture. After training, the system can estimate vocal or instrumental components of an audio signal, depending on which type of component the system is trained to estimate.",2024-01-02,2024
11862194,Adaptive data detection on a nonlinear channel,A data storage system comprises: a head configured to produce a signal representing data stored on a storage medium; an estimator configured to determine an estimated signal comprising a superposition of an estimated linear portion of a partial-response equalizer output and an estimated nonlinear portion of the signal; a bank of noise whitening filters configured for filtering a difference between the signal and the estimated signal; a branch metric calculator configured to calculate branch metrics based on the filtered signal; and an adaptive data-dependent noise-predictive maximum likelihood sequence detector configured to generate an output stream representing the data based on the one or more branch metrics.,2024-01-02,2024
11862202,Data storage device with smart ISOFET threshold voltage automatic tuning,"Various illustrative aspects are directed to a data storage device comprising a disk and a spindle motor configured to rotate the disk wherein the spindle motor is powered by a drive voltage generated in response to a host voltage. The data storage device includes a head configured to be actuated over the disk by a head actuator and control circuitry comprising an isolation field effect transistor (ISOFET) configured to prevent a reverse current from flowing from the drive voltage to the host voltage when the host voltage falls below a threshold. The control circuitry sets a turnoff current level at which the ISOFET is directed to turn off to prevent the reverse current from flowing determines a drain-source on resistance Rdson of the ISOFET, and calculates a voltage turnoff threshold at which the ISOFET is turned off from the turnoff current level and the determined Rdson.",2024-01-02,2024
11862203,Disk cartridge data storage library,"A data storage disk cartridge library includes a media drive having a clean internal environment, a disk cartridge bay positioned adjacent to the media drive, and a disk cartridge positioned in the disk cartridge bay and having clean compartments for housing a clean disk trays supporting clean magnetic recording disk media. The media drive has a disk tray extractor including a seal plate positioned at times flush with a surrounding shroud, and a set of pins for extending through the seal plate and a disk tray and for moving to a tray locking position. The seal plate covers a disk tray faceplate to physically isolate the faceplate from the clean portion of the disk tray, the corresponding clean compartment, and the clean environment of the media drive. The shroud is configured to cover surfaces of the disk cartridge adjacent to the faceplate.",2024-01-02,2024
11862207,MAMR stack shape optimization for magnetic recording,"The present disclosure generally relates to data storage devices, and more specifically, to a magnetic media drive employing a magnetic recording head. The head includes a main pole, a trailing shield, and a MAMR stack including at least one magnetic layer. The magnetic layer has a surface facing the main pole, and the surface has a first side at a media facing surface (MFS) and a second side opposite the first side. The length of the second side is substantially less than the length of the first side. By reducing the length of the second side, the area to be switched at a location recessed from the MFS is reduced as a current flowing from the main pole to the trailing shield or from the trailing shield to the main pole. With the reduced area of the magnetic layer, the overall switch time of the magnetic layer is decreased.",2024-01-02,2024
11862211,Data storage device with flexible logical tracks and radius-independent data rate,"Various illustrative aspects are directed to a data storage device, comprising one or more disks; at least one actuator mechanism configured to position at least a first head proximate to a first disk surface and a second head proximate to a second disk surface; and one or more processing devices. The one or more processing devices are configured to: assign logical tracks to physical tracks of the disk surfaces such that a respective logical track comprises: at least a portion of sectors of a primary physical track, the primary physical track being on the first disk surface; and at least a portion of sectors of a donor physical track, the donor physical track being on the second disk surface. The one or more processing devices are configured to perform, using the first head and the second head, a data access operation with at least one of the logical tracks.",2024-01-02,2024
11862267,Multi mode memory module with data handlers,"A memory module is operable in a computer system to communicate data with a system memory controller via a system memory bus. The memory module comprises a plurality of memory devices mounted on a circuit board, a data module mounted on the circuit board and coupled between the plurality of memory devices and the system memory bus, and a control circuit mounted on the circuit board and coupled to the data module, the plurality of memory devices, and the system memory bus. The data module includes a plurality of data handlers in a plurality of integrated circuits. The memory module is operable in any of a plurality of modes, including a first mode and a second mode. The plurality of memory devices in the first mode is accessed by the system memory controller for normal memory read or write operations. The plurality of memory devices in the second mode communicate data signals with the data module while the memory module is not being accessed by the system memory controller for normal memory read or write operations.",2024-01-02,2024
11862296,Method for designing multi-objective primer pair,"A method for designing a multi-objective primer pair is disclosed. The method includes inputting a DNA template fragment, a length of a forward primer, a length of a reverse primer, at least two objectives and optimal values for each of the at least two objectives to a computer system; generating, by the computer system, a plurality of primer pairs according to the DNA template fragment, the length of the forward primer and the length of the reverse primer; and calculating, by the computer system, numerical values of the at least two objectives of each of the plurality of primer pairs and inputting the numerical values of the at least two objectives of each of the plurality of primer pairs to a Pareto Chart tool to obtain at least one primer pair, and taking the primer pair as an optimal solution of the DNA template fragment.",2024-01-02,2024
11862298,Artificial neural network model for prediction of mass spectrometry data of peptides or proteins,"The present invention relates to proteomics, and techniques for predicting of mass spectrometry data of chains of amino acids, such as peptides, proteins, or combinations thereof. Particularly, aspects of the present invention are directed to a computer implemented method that includes obtaining a digital representation of a peptide sequence, the digital representation including a plurality of container elements, each container element of the plurality of container elements representing an amino acid residue; encoding, using a bidirectional recurrent neural network of long short term memory cells, each container element as an encoded vector; and decoding, using a fully-connected network, each of the encoded vectors into a theoretical output spectrum. The theoretical output spectra are represented as a one-dimensional data set or a multi-dimensional data set including intensity values for each fragment ion including one or more of the amino acid residues in the theoretical output spectra.",2024-01-02,2024
11862300,Formulation graph for machine learning of chemical products,"Chemical formulations for chemical products can be represented by digital formulation graphs for use in machine learning models. The digital formulation graphs can be input to graph-based algorithms such as graph neural networks to produce a feature vector, which is a denser description of the chemical product than the digital formulation graph. The feature vector can be input to a supervised machine learning model to predict one or more attribute values of the chemical product that would be produced by the formulation without actually having to go through the production process. The feature vector can be input to an unsupervised machine learning model trained to compare chemical products based on feature vectors of the chemical products. The unsupervised machine learning model can recommend a substitute chemical product based on the comparison.",2024-01-02,2024
11862302,Automated transcription and documentation of tele-health encounters,"Automatically generating a structured medical note during a remote medical consultation using machine learning. A provider tele-presence device may receive audio from a medical provider. A medical documentation server may be coupled to the network. A machine learning network receives audio data from the provider tele-presence device, the machine learning network generating a structured medical note based on the received audio data, and wherein the structured medical note is stored in the medical documentation server in association with an identity of a patient.",2024-01-02,2024
11862303,Collection of digital health hubs with artificial intelligence,"The present invention HUB relates generally to a collection of digital health hubs (HH) with artificial intelligence and wireless connectivity to autonomously communicate with each other to create a fully automated digital health social network, that can operate both autonomously with no interaction from human element, as well as through multiple layers of outside individuals and care facilities, including but not limited to family members, caregivers and medical care providers. The present invention HUB performs various tasks to monitor, record, diagnose and communicate health and safety of individuals. The HUB additionally triages users and analyzes their recorded health data to autonomously create public and private social groups, communicate packets of general and detailed information on their users' database within HH groups. HHs can join (dock into) or exit (un-dock) from one or more public or private social HH groups.",2024-01-02,2024
11862305,Systems and methods for analyzing patient health records,"Techniques for analyzing patient health records are provided. Clinical documents may be received in response to a patient-initiated request, for example. In one embodiment, machine learning algorithms are used to sectionalize and extract data from clinical documents. The machine learning algorithms used may be more highly focused for analyzing text residing deeper in a clinical document hierarchy, for example. In one embodiment, extracted data is stored in a patient graph. Searches may be made against the graph to yield results to help save lives and/or improve patient outcomes.",2024-01-02,2024
11862315,System and method for natural language processing,"A method includes receiving at least one data object and identifying, for a first aspect of the at least one data object, text strings of free form textual information having a first text string type. The method also includes generating updated free form textual information by removing the at least one text string having the first text string type. The method also includes generating one or more feature vectors based on the updated free form textual information using at least one of a unigram, a bigram, and a trigram. The method also includes using an artificial intelligence engine that uses at least one machine learning model configured to provide, using the one or more feature vectors, an output that includes at least one prediction indicating at least one resource domain and a weight value indicating a probability that the at least one resource domain corresponds to the free form textual information.",2024-01-02,2024
11862319,Wound management and treatment using computer vision and machine learning,"Certain aspects of the present disclosure provide techniques for wound management and treatment. This includes determining characteristics of a wound for a patient based on an image of the wound, including detecting the characteristics based on analyzing the image using a first ML model. The techniques further include identifying patient medical data including characteristics relating to a medical history for the patient, and predicting a first care plan for the patient based on providing the characteristics of the wound and the patient medical data to a second ML model. The first care plan is configured to be used to treat the wound for the patient.",2024-01-02,2024
11862325,System and method for processing medical image data,"This disclosure provides a system and a method. The method may include: determining a processing instruction; acquiring image data based on the processing instruction; determining a configuration file based on the image data, in which the configuration file may be configured to guide implementation of the processing instruction; constructing a data processing pipeline based on the configuration file; executing the data processing process based on the data processing pipeline, in which the data processing process may be generated based on the data processing pipeline; generating a processing result of the image data based on the executed data processing process; and storing the processing result of the image data in a first storage space.",2024-01-02,2024
11862326,Biometric characteristic application using audio/video analysis,A method and system may use computer vision techniques and machine learning analysis to automatically identify a user's biometric characteristics. A user's client computing device may capture a video of the user. Feature data and movement data may be extracted from the video and applied to statistical models for determining several biometric characteristics. The determined biometric characteristic values may be used to identify individual health scores and the individual health scores may be combined to generate an overall health score and longevity metric. An indication of the user's biometric characteristics which may include the overall health score and longevity metric may be displayed on the user's client computing device.,2024-01-02,2024
11862336,Machine-learning based query construction and pattern identification for amyotrophic lateral sclerosis,"A method, computer program product, and system continually obtain machine-readable data sets related to a patient population diagnosed with a medical condition from one or more databases (different computing nodes in the distributed environment). The processor(s) continually applies a recurrent neural network to the plurality of data sets to machine learn optimal features for classifying patients into multiple categories related to presence or progression of the medical condition. The processor(s) continually generates, based on the machine learned optimal set of features, intermediate features, based on the weightings of a portion of the machine learned optimal set of features, i.e., a model. The processor(s) evaluates the records and classifies records into the categories, based on a current model (model generated in real-time).",2024-01-02,2024
11862339,Model optimization and data analysis using machine learning techniques,"Disclosed herein are platforms, systems, devices, methods and media for model optimization and data analysis using machine learning. Input data can be processed and analyzed to identify relevant discriminating features, which can be modeled using a plurality of machine learning models. A computing device can be configured with one or more optimized models for categorizing input data.",2024-01-02,2024
11862345,Medical treatment metric modelling based on machine learning,"In one example, an apparatus comprises a treatment metric model database that stores a plurality of treatment metric models, each of the plurality of treatment metric models being generated for a first cluster of cluster features vectors, each cluster feature vector representing a distribution for each of a plurality of data categories of patients data represented by patient feature vectors clustered in a second cluster. The apparatus is further configured to: receive patient characteristics features data of a patient; identify a first treatment metric model based on the patient characteristics features data of the patient; input the first patient characteristic features data and data representing a range of administrations of the treatment to the first treatment metric model to compute a range of the treatment metric; and select an administration of the treatment from the range of administrations of the treatment having optimal treatment metric.",2024-01-02,2024
11862346,Identification of patient sub-cohorts and corresponding quantitative definitions of subtypes as a classification system for medical conditions,"A classification method and system for medical conditions based on the concept of subtypes, which are classes of patients whose medical fact patterns as analyzed in an N-dimensional space places them closer to other patients belonging to the same subtype than to patients who belong to different subtypes and, who share similar likelihood of certain specified outcomes. A computer system processes patient data for a plurality of patients from a set of patients called a cohort. The computer system processes the patient data for the cohort to group patients into sub-cohorts of similar patients, i.e., each sub-cohort includes patients who have similar medical fact patterns in their patient data. Patients in different sub-cohorts generally, but not necessarily, have significant differences in their patient data. The computer system generates quantitative definitions, describing the patients in the sub-cohorts.",2024-01-02,2024
11862347,System and method for monitoring patient health,"A method, computer system, and computer program for improving communication between a patient and a provider are described. The method, computer system and computer program perform a method that includes: obtaining data related to the health state of a patient; associating a timestamp with the data, encrypting the data and writing the data to a computer readable medium, determining whether the data is in a pre-configured range, and responsive to determining that the data is not in the pre-configured range, sending an alert to a client. This method also includes obtaining a response from the client and writing the response to the computer readable medium, where the response includes a medical recommendation based on the data.",2024-01-02,2024
11862350,"Nuclear movable element position indication apparatus, system, and method","Disclosed is an apparatus, system, and method for monitoring a position of a control rod disposed in a nuclear reactor vessel in a radioactive environment. A data processing unit located outside a containment structure includes a processor and a memory storing executable instructions. A nuclear reactor vessel includes a plurality of control rods proximate to the control rod and a coil stack of a plurality of control rod position indicator coils. A data cabinet mounted on the nuclear reactor vessel head inside the containment structure includes an analog multiplexer and a communication circuit. The processor executes the instructions to select a control rod position indicator coil through the analog multiplexer, pass a signal from the control rod position indicator coil through the analog multiplexer, receive the signal from the analog multiplexer through the communication circuit, and determine a position of the control rod based on the received signal.",2024-01-02,2024
11862445,Imaging mass spectrometer,An imaging mass spectrometer includes: a storage configured to acquire and store data constituting a first imaging graphic indicating an ion intensity distribution in a specific one or plurality of m/z or m/z ranges based on data obtained by mass spectrometry for a sample; a Raman imaging data acquisition unit configured to acquire and store data constituting one or plurality of second imaging graphics obtained by Raman analysis that is a type different from mass spectrometry for the sample; a signal intensity normalization processor configured to perform data conversion processing of normalizing signal intensity in one or plurality of first and second imaging graphics; an adjustment processor configured to perform data processing of aligning spatial resolutions of the one or plurality of first and second imaging graphics; and a statistical analysis processor configured to execute statistical analysis processing on images and to classify the first and second imaging graphics.,2024-01-02,2024
11862647,Stackable 3D artificial neural network device and manufacturing method thereof,"Various embodiments relate to a stackable 3D artificial neural network device and a manufacturing method thereof. According to various embodiments, a device is manufactured to include a substrate, a neuron block placed on some areas on one side of the substrate, a synapse block placed on the rest of the areas on one side of the substrate, and the neuron block and the synapse block may include at least one first channel element arranged on one side of the substrate and at least one second channel element stacked on the first channel element.",2024-01-02,2024
11862773,On-demand charging method and terminal,"The present disclosure provides a charging method and a terminal. The method includes: automatically learning, by the terminal, historical data by using a machine learning algorithm, to establish a habit model of a user, and matching a current time with the usage habit model of the user to determine a current charging intention of the user, so as to determine a charging mode according to the charging intention. By means of the technical solutions, a charging requirement of a user can be effectively identified, and on-demand charging can be implemented. This improves user experience while avoiding a battery life decrease caused by frequent fast charging.",2024-01-02,2024
11862826,Method for determining the compressive tensile force acting on a fuel cell stack,"The present invention relates to a method for determining the compressive tensile force acting on a fuel cell stack due to at least one tensioning element. Thereby, the compressive tensile force is the overall tensile force compressing the fuel cell stack. This is determined according to the invention by means of acoustic measurements on vibratable sections of the tensioning elements. The subject matter of the invention also includes a data processing program for carrying out the method according to the invention along with the use of a smartphone for carrying out the method according to the invention.",2024-01-02,2024
11862972,Collaborative service provisioning of distributed energy resources,"A system and method to join distributed energy resources (DER) to achieve common objectives is provided. The present technology organizes and/or aggregates DERs by routing a (DER) program request for resources to DER contributors capable of responding to and performing the request using a routing system. The system accesses a plurality of DER profiles, each profile associated with a DER contributor capable of contributing a resource to the request, and calculates an initial value for each DER profile based on request attributes and scoring metrics associated with the profile. The system then calculates a fitness metric for each DER profile based on the initial value using a neural network having weights based on the plurality of performance indicators and selects the DER profile and contributors to whom to route the request.",2024-01-02,2024
11862995,"Method, electronic device, and storage medium for performing adaptive impedance matching","The present disclosure relates to an artificial intelligence (AI) system which simulates functions such as cognition, judgment, and the like of the human brain by utilizing machine learning algorithms such as deep learning and the like, and to an application thereof. According to various embodiments, an electronic device may comprise: a first impedance matching circuit configured to perform a first impedance matching on a power signal wirelessly received from a wireless power transmission device; a second impedance matching circuit configured to perform a second impedance matching on the first impedance-matched power signal using any one impedance value among a plurality of impedance values; a control circuit configured to perform control to change an impedance value of the second impedance matching circuit to an impedance value learned using an impedance matching network model, corresponding to a power and a frequency of the second impedance-matched power signal; and a power conversion circuit configured to convert a second impedance-matched power signal in an AC form into a power in a DC form for charging a battery according to the changed impedance value.",2024-01-02,2024
11863221,"Low size, weight and power (swap) efficient hardware implementation of a wide instantaneous bandwidth neuromorphic adaptive core (NeurACore)","Described is a Neuromorphic Adaptive Core (NeurACore) cognitive signal processor (CSP) for wide instantaneous bandwidth denoising of noisy signals. The NeurACore CSP includes a NeurACore block, a globally learning layer, and a neural combiner. The NeurACore block is operable for receiving as an input a mixture of in-phase and quadrature (I/Q) signals and mapping the I/Q signals onto a neural network to determine complex-valued output weights of neural states of the neural network. The global learning layer is operable for adapting the complex-valued output weights to predict a most likely next value of the input I/Q signal. Further, the neural combiner is operable for combining a set of delayed neural state vectors with the weights of the global learning layer to compute an output signal, the output signal being separate in-phase and quadrature signals.",2024-01-02,2024
11863231,Optical network optimizer and optical network optimization method thereof,"An optical network optimization method is disclosed. The optimization method includes training a neural network, adjusting at least one of a plurality of auxiliary output values of a plurality of auxiliary neurons of the neural network, and performing inference with the neural network. A neural network and an attention mechanism are utilized to predict network performance key performance indicator(s) so as to achieve efficient routing optimization, network planning and fast failure recovery.",2024-01-02,2024
11863308,Platform for automated management of servers,"Presented herein are systems and methods for managing networked environments. A computer system may provide a user interface for configuring a plurality of groups of servers each hosting a resource for an application. The user interface may include: a first element configured to select, upon interaction, at least one group of servers from the plurality of groups of servers to which to install a patch for the application; a second element configured to identify, upon interaction, a first group of servers of the plurality of groups of servers to which to transfer network traffic associated with the application and communicated with a second group of servers of the plurality of groups of servers; and a third element configured to provide, upon interaction, one or more performance indicators for at least one of a plurality of functions of the application.",2024-01-02,2024
11863318,Error correction for network packets,"In one embodiment, a method is provided. The method includes receiving a request for a first set of data stored on a data storage system from a computing device. The method also includes retrieving the first set of data from a data storage device of the data storage system. The method further includes generating a set of codewords based on the first set of data and an error correction code. The method further includes transmitting a set of network packets to the computing device. Each network packet of the set of network packets comprises a codeword from the set of codewords.",2024-01-02,2024
11863338,Methods to generate communication channel for data objects,"An application server may receive, via a user interface of a cloud-based data management platform storing a set of data objects, a user input to generate a communication channel of a group-based communication platform that is separate from the cloud-based data management platform. In some examples, the communication channel may be for a data object of the plurality of data objects. The application server may then retrieve a group of users that are linked to the data object within the cloud-based data management platform and display a list of options for generating the communication channel. The list of options may include the group of users for including in the communication channel, a privacy level for the communication channel, and an identifier of the communication channel. The application server may generate an executable packet of instructions and transmit the executable packet of instructions for ingesting into the group-based communication platform.",2024-01-02,2024
11863347,Systems and methods for inter-device networking using intra-device protcols,"In some aspects, the disclosure is directed to methods and systems for encapsulating intra-device protocols, such as CXL and/or PCIe packets, into inter-device protocols, such as IP packets, allowing resources across one or more networks to be shared. For example, CXL and/or PCIe address to IP address lookup tables may be used to determine destination IP addresses or source IP addresses such that CXL and/or PCIe packets may be sent across various networks. Layer 3 forwarding enables communication between large distributed systems while utilizing existing network infrastructure.",2024-01-02,2024
11863369,Network control method and data processing system,"The present disclosure relates to a network control method and a data processing system that enable to efficiently perform transfer processing on a large amount of data.A network connection device sends, to a data processing device prior to original data, event data indicating a change amount at a predetermined time point of sensor data that is the original data generated by a sensor device, and sends the original data to the data processing device on the basis of a request from the data processing device for the original data. The present technology can be applied to, for example, a network control method of cloud computing.",2024-01-02,2024
11863385,Optimizing container executions with network-attached hardware components of a composable disaggregated infrastructure,"The invention is notably directed to a method, computer program product, and computer system for running software inside containers. The method relies on a computerized system that includes a composable disaggregated infrastructure, in addition to general-purpose hardware. The computerized system is configured to dynamically allocate computerized resources, which include both general resources and specialized resources. The former are enabled by the general-purpose hardware, while the latter are enabled by specialized network-attached hardware components of the composable disaggregated infrastructure. The method maintains a table capturing specializations of the specialized network-attached hardware components. At runtime, software is run inside each container by executing corresponding functions. A first subset of the functions are executed using the general resources, whereas a second subset of the functions are executed using the specialized resources, by offloading the second subset of functions to respective components of the specialized network-attached hardware components, in accordance with the specializations.",2024-01-02,2024
11863398,Centralized management of distributed data sources,"Aspects of the disclosure are directed to a central management plane (CMP) of one or more processors for regulating streams of data from each of a number of network nodes of a distributed network. The one or more processors can train and deploy machine learning models across the network nodes, and the CMP can generate policies for each network node. The generated policies specify how a network node is to transmit data to the platform for further training or retraining of the deployed machine learning models. The CMP generates the policies using metric data characterizing each network node and respective streams of input data, and are generated based on a number of objectives, including model output quality of the deployed models, and operational cost to transmit and process streams of data across the distributed network.",2024-01-02,2024
11863399,"System, method, and control apparatus","In order to enable stabilizing control of communication in a communication network, a system according to an aspect of the present disclosure includes: an obtaining means for obtaining work-related information related to human work in network operation; and a training means for training a machine learning based controller for controlling communication in a communication network, based on the work-related information.",2024-01-02,2024
11863400,Personalized tailored air interface,Methods and devices utilizing artificial intelligence (AI) or machine learning (ML) for customization of a device specific air interface configuration in a wireless communication network are provided. An over the air information exchange to facilitate the training of one or more AI/ML modules involves the exchange of AI/ML capability information identifying whether a device supports AI/ML for optimization of the air interface.,2024-01-02,2024
11863403,Systems and methods for remote collaboration,"Described herein are systems and methods for work from home solutions according to various embodiments of the invention. These solutions accurately diagnose connectivity issue locations and severity from any, some, or all points in a network framework. Embodiments of these solutions may also use artificial intelligence and machine learning to process customer quality-of-experience (QoE) feedback and other relevant indicators. The solutions may improve network connectivity based on these measurements and processes.",2024-01-02,2024
11863410,System and method for conducting intelligent traffic flow analytics,"A distributed cloud computing system is disclosed that includes a controller configured to manage a plurality of constructs, wherein a first subset are deployed in a first cloud computing network and a second subset are deployed in a second cloud computing network, and logic. The logic, upon execution by a processor, causes operations including receiving, from the controller, metadata pertaining to the plurality of constructs, receiving, from one or more gateways, network data associated with the one or more gateways, receiving network data, wherein the metadata and the network data identify each of the plurality of constructs, the communication paths between each construct, and in which cloud computing network each construct is deployed, deriving network traffic metrics from the metadata and the network data, generating a visualization illustrating the network traffic metrics, and causing rendering of the visualization on a display screen of a network device.",2024-01-02,2024
11863411,Network monitoring tool for allocating nodes of supercomputers,"Disclosed herein are embodiments of a network monitoring device for a supercomputer system having a plurality of supercomputer nodes. The network monitoring device may utilize plug-in software modules to provide network monitoring capabilities related to discovering the network topologies of the supercomputer system, determining network and computing resources that are available for new applications in the supercomputer system, collecting network and computing resources that are being used by running software applications in the supercomputer system, and monitoring running software applications on the supercomputer system.",2024-01-02,2024
11863414,Running network diagnostics on a server,"A computer program product includes program instructions executable by a central processing unit (CPU) of a baseboard management controller (BMC) of a server to cause the BMC CPU to receive a message instructing the BMC to cause a host CPU on the server to run network diagnostics on a host network. The BMC CPU then instructs the host CPU to boot from a bootable image stored on a data storage device hosted by the BMC CPU and run a network diagnostic utility included with the bootable image to monitor network traffic on the host network physically connected to the server. In an alternative, the message instructs the BMC CPU to run network diagnostics on the host network. The BMC CPU then accesses and runs the network diagnostic utility to monitor and analyze traffic on the host network through a connection between the BMC and a host NIC on the server.",2024-01-02,2024
11863444,System and method for autonomous determination of data routing paths having reduced latencies across the internet,"A method for autonomously selecting low-latency data routing paths across the Internet by a distributed system includes in response to a data transfer need between a first node in a first pulse group and a second node in a second pulse group, automatically forming a third pulse group comprising the first node, the second node, and at least one additional node from the first pulse group or the second pulse group, automatically measuring one-way latencies between nodes in the third pulse group, including a first one-way latency for a direct path from the first node to the second node, automatically determining a lower-latency data routing path from the first node to the second node through a relay node based on the one-way latencies in the third pulse group, and sending data from the first node to the second node along the lower-latency data routing path via the relay node.",2024-01-02,2024
11863455,Cloud based cross domain system—CDSaaS,"In some aspects, a computing device of the virtual cloud network may select one or more filters from a plurality of filters for a data pipeline, the plurality of filters comprising at least one of: a malware filter; a content filter; a signature filter; a content analyzer; a machine learning filter; or an artificial intelligence filter. A sequential order for the one or more selected filters in the data pipeline can be determined. A message may be received in the data pipeline from a network interface card (NIC), the network interface card being configured as a one-way transfer device. The message in the data pipeline may be filtered by passing the message through the one or more selected filters in the determined sequential order. The computing device of the virtual cloud network may provide logs of events occurring in the data pipeline via a logging network.",2024-01-02,2024
11863461,"Data processing method, data processing apparatus, electronic device, storage medium, and program product","Provided in the present disclosure are a data processing method and apparatus, and an electronic device, the method includes: determining a plurality of candidate data pieces, where the candidate data pieces are provided from corresponding data sources; and determining a target data piece based on priorities of the data sources corresponding to the plurality of candidate data pieces in a current cycle, wherein a same data source has different priorities in different processing cycles, and priority sequence numbers of a same data source in different processing cycles satisfy a nonlinear relationship.",2024-01-02,2024
11863495,Signaling for a channel state information reference signal (CSI-RS),"A user equipment (UE) receives, from a network entity, a message indicating a change in a set of downlink beams for channel state information reference signals (CSI-RSs), and a context associated with the change. The UE saves state values in an auto-encoder neural network in response to receiving the message and associates the saved state values in the auto-encoder neural network to the context in the received message. The UE also resets the state values in the auto-encoder neural network in response to receiving the message and estimates a channel state based on the CSI-RSs received on the changed set of downlink beams. The UE compresses the channel state with the auto-encoder neural network based on the reset state values and further sends to the network entity, the compressed channel state.",2024-01-02,2024
