id,label
Jing BETTHAUSER,Inventor
Frank J. Thomas,Inventor
David Ward,Inventor
Galindo,Inventor
Dageville,Inventor
Zukowski,Inventor
Thierry,Inventor
Benoit Cruanes,Inventor
Robert Collins,Inventor
Marc-Philip,Inventor
Wolfgang Werner,Inventor
Auer,Inventor
Ohta,Inventor
Yoko Fujiwara,Inventor
Nameki,Inventor
Hidekazu,Inventor
Soh,Inventor
Manish,Inventor
Russ,Inventor
Christina Gupta,Inventor
Pavlopoulou,Inventor
Samuel Evan,Inventor
Damian Franken Sandberg,Inventor
Manning,Inventor
Palazzo,Inventor
Vermeulen,Inventor
Korf,Inventor
Vellinga,Inventor
Tristan,Inventor
Dorette,Inventor
Vasily,Inventor
David T. Teofilo,Inventor
Lisa,Inventor
NALLAJARLA,Inventor
Pillai,Inventor
Vegi,Inventor
Ramana VADLAMUDI,Inventor
Rakesh,Inventor
Sambasiva R,Inventor
Satya Sai Sita Rama Rajesh,Inventor
Antoine,Inventor
Pierre Sinton,Inventor
Leveau,Inventor
Tara Karpate,Inventor
Dhingra,Inventor
Sudarshan,Inventor
Ellis Robinson Giles,Inventor
Clifford,Inventor
Chris G. Hough,Inventor
Barnard,Inventor
Gibson,Inventor
Woo,Inventor
Rhee,Inventor
Gunhee HAN,Inventor
Dongyeon,Inventor
Seungju,Inventor
Seon Min,Inventor
Jaekyeom,Inventor
Arvide,Inventor
Werner,Inventor
Bhuyan,Inventor
Kakarlapudi,Inventor
Gattu,Inventor
Gutierrez Anez,Inventor
Alfredo Crabb,Inventor
Raquel Andrea,Inventor
Narendra,Inventor
Arijit,Inventor
Aparna Pranavi,Inventor
Sai,Inventor
Gabriel Ernesto,Inventor
Sarah,Inventor
Vladislav,Inventor
Jaroslavs Serkov,Inventor
Uljanovs,Inventor
Gokalp,Inventor
Sedat Dan,Inventor
Sam,Inventor
R J,Inventor
Jonathan Robert,Inventor
Syed Zain Michel,Inventor
Burnham,Inventor
Masood,Inventor
Sawal,Inventor
Vinay Shahul Hameed,Inventor
Sabapathy,Inventor
Sithiqu,Inventor
Ravi Shankar,Inventor
Gerard Guy,Inventor
Prithviraj,Inventor
Dilip Medioni,Inventor
Aggarwal,Inventor
Ranjan,Inventor
Pattiarachi,Inventor
Mal Hollinger,Inventor
Jonghyuk Lee,Inventor
Shemesh,Inventor
Jakobsen,Inventor
Chen Mendzylewski,Inventor
Rozenes,Inventor
Moran,Inventor
Nandy,Inventor
Nicolas,Inventor
Vaisman,Inventor
Daniel Hallel,Inventor
Ross Ainsley,Inventor
Ryan Howard,Inventor
Thomson,Inventor
Woolley,Inventor
Brandon H. MacKinnon,Inventor
Johara Abdulrahman,Inventor
Aasim Al Jarri,Inventor
Ajaz,Inventor
Mezei,Inventor
D'Amore,Inventor
Bednash,Inventor
Nicholas Louis,Inventor
Garrett Eugene Halstuch,Inventor
Cialini,Inventor
Barbas,Inventor
Qinlong Liu,Inventor
Pedro M.,Inventor
Clara,Inventor
Enzo,Inventor
Gray Franklin,Inventor
Indervir Singh,Inventor
Raghuveer Prasad Cannon,Inventor
Banipal,Inventor
Kwatra,Inventor
Nagar,Inventor
Brannon,Inventor
Babu,Inventor
Bokade,Inventor
Madhusudhan Proctor,Inventor
Kunhambu,Inventor
Raju,Inventor
Jonathan Blake,Inventor
Mithun,Inventor
Buckley,Inventor
Soni,Inventor
Bosin,Inventor
Garrick Gupta,Inventor
Emmanuelle,Inventor
Neil,Inventor
Mikhail,Inventor
Shobhit,Inventor
Dhaval N.,Inventor
Kenneth L. Chaudhri,Inventor
Kocienda,Inventor
Aloisio,Inventor
Joyce,Inventor
Dahyun,Inventor
Robert A.,Inventor
Scott Hollister,Inventor
Fanello,Inventor
Pandey,Inventor
Rodgers,Inventor
Aboussouan,Inventor
Kowdle,Inventor
Adarsh Prakash Murthy,Inventor
Ivana Tosic,Inventor
Sean Ryan Francesco,Inventor
Sofien,Inventor
Rohit Kumar Bouaziz,Inventor
Yingjie,Inventor
Zhihua Wu,Inventor
Mak,Inventor
Chan,Inventor
Wang Fai,Inventor
Wing Hung,Inventor
Keng Fai,Inventor
On Loy,Inventor
Long Sung,Inventor
Beom Oh,Inventor
Tae Hyun,Inventor
Ji Chan,Inventor
Won Ho MAENG,Inventor
Stack,Inventor
Christopher P.,Inventor
Graham R.,Inventor
Eric Lance,Inventor
Caelan G. Foss,Inventor
Clarke,Inventor
Dubois,Inventor
Raffy,Inventor
Philippe,Inventor
Jean-Francois,Inventor
Ashish Pambrun,Inventor
Viraraghavan,Inventor
El-Batal,Inventor
Dykes,Inventor
Jon D.,Inventor
Trantham,Inventor
Gilbert,Inventor
Kalarickal,Inventor
Totin,Inventor
John W.,Inventor
Sangita Shreedharan,Inventor
Praveen,Inventor
Mohamad,Inventor
Matthew J.,Inventor
Darshana H.,Inventor
Ian J. Mehta,Inventor
Ruslan SHIGABUTDINOV,Inventor
Dua,Inventor
Subrahmanyam,Inventor
Nowatzyk,Inventor
Isam Nayak,Inventor
Pratap,Inventor
Adarsh Seethanadi,Inventor
Akkawi,Inventor
Nishchay,Inventor
Eran Eliash,Inventor
Bazarsky,Inventor
Tomer,Inventor
Seong Won SHIN,Inventor
Ravikanth,Inventor
Arindam Dronamraju,Inventor
Tomishima,Inventor
Ling,Inventor
Shigeki Chauhan,Inventor
Hassan,Inventor
Andrew Chaang,Inventor
Nilesh N.,Inventor
Chetan,Inventor
Nahid,Inventor
Jimmy Yu,Inventor
Kristofer N.,Inventor
Jorge I.,Inventor
Soemin Wu,Inventor
Iverson,Inventor
Raastroem,Inventor
Tjong,Inventor
Lutz Keferstein,Inventor
Chegini,Inventor
Hedjazi,Inventor
Michael M. Hooper,Inventor
S. Jay,Inventor
Steven,Inventor
